MOIS,CLIENT_ID,taux,GDP
30Nov2017 0:00:00,00000000555167,2.55,1.11
30Apr2018 0:00:00,00000000555178,2.34,-0.85
31Dec2017 0:00:00,00000000555651,2.45,0.74
31Jan2018 0:00:00,00000000556432,2.39,-1.21
31Dec2017 0:00:00,00000000556467,2.48,1.67
31Dec2017 0:00:00,00000000556897,2.78,1.54
31Mar2018 0:00:00,00000000556919,3.55,-1.59
31May2018 0:00:00,00000000556986,2.29,0.17
31Dec2017 0:00:00,00000000557004,2.4,-1.67
31May2018 0:00:00,00000000557346,2.29,0.32
30Apr2018 0:00:00,00000000557371,2.38,-0.01
30Nov2017 0:00:00,00000000557548,2.95,-0.65
30Jun2018 0:00:00,00000000557582,2.72,-0.5
31Jul2018 0:00:00,00000000557850,2.41,1.2
31Mar2018 0:00:00,00000000557889,2.32,0.26
31Oct2017 0:00:00,00000000558074,2.27,-0.08
31Aug2018 0:00:00,00000000558137,2.24,-1.59
30Sep2018 0:00:00,00000000558203,2.74,-0.44
31Jan2018 0:00:00,00000000558246,2.58,-0.63
31Jul2018 0:00:00,00000000558263,3.3,-1.31
31Oct2017 0:00:00,00000000558313,2.72,1.33
30Jun2018 0:00:00,00000000558496,2.27,-0.05
30Sep2018 0:00:00,00000000558605,2.26,0.93
31Oct2017 0:00:00,00000000558613,2.28,-0.54
31May2018 0:00:00,00000000558943,2.45,0.12
31May2018 0:00:00,00000000558966,3.27,-0.36
30Sep2018 0:00:00,00000000559059,2.68,-1.13
30Sep2018 0:00:00,00000000559171,2.38,-1.09
28Feb2018 0:00:00,00000000559317,2.54,1.4
30Apr2018 0:00:00,00000000559343,2.5,0.54
30Jun2018 0:00:00,00000000559353,2.28,-0.53
31Jul2018 0:00:00,00000000559377,3.09,0.53
31Mar2018 0:00:00,00000000559499,2.5,-1.18
31May2018 0:00:00,00000000559542,2.29,-0.6
31Oct2018 0:00:00,00000000559631,3.02,0.56
31Jul2018 0:00:00,00000000559724,2.31,-0.25
31Jan2018 0:00:00,00000000559838,2.57,1.45
31Oct2018 0:00:00,00000000559856,3.08,0.62
31Mar2018 0:00:00,00000000559881,2.42,-0.2
30Jun2018 0:00:00,00000000559903,2.52,-0.53
31Mar2018 0:00:00,00000000559960,2.53,-0.66
30Nov2017 0:00:00,00000000560018,2.97,-1.14
31Oct2018 0:00:00,00000000560037,2.85,0.36
30Jun2018 0:00:00,00000000560112,2.62,-0.05
31Mar2018 0:00:00,00000000560118,2.98,-0.68
31Mar2018 0:00:00,00000000560119,2.25,0.6
31Mar2018 0:00:00,00000000560293,2.38,0.21
31May2018 0:00:00,00000000560295,2.62,0.74
31Mar2018 0:00:00,00000000560392,2.29,-0.34
31Jan2018 0:00:00,00000000560533,3,-2.16
31Oct2017 0:00:00,00000000560645,2.25,0.78
31Jul2018 0:00:00,00000000560769,3.47,-1.35
30Sep2018 0:00:00,00000000560774,2.72,-2.19
31Oct2018 0:00:00,00000000560846,2.77,-0.89
31Jan2018 0:00:00,00000000560890,3.47,0.14
30Sep2018 0:00:00,00000000561610,2.69,-0.72
31Jul2018 0:00:00,00000000561808,2.39,0.45
31Jan2018 0:00:00,00000000562004,2.91,0.61
31Dec2017 0:00:00,00000000562021,2.25,-1.11
30Apr2018 0:00:00,00000000562145,2.24,1.27
28Feb2018 0:00:00,00000000562402,2.46,0.19
30Sep2018 0:00:00,00000000562447,2.66,-0.74
31Mar2018 0:00:00,00000000562458,2.33,0.7
30Sep2018 0:00:00,00000000562684,2.36,0.04
30Nov2017 0:00:00,00000000562855,2.36,0.09
31Jan2018 0:00:00,00000000562895,2.41,-0.14
28Feb2018 0:00:00,00000000562979,2.76,-0.94
30Apr2018 0:00:00,00000000562995,3.04,1.67
31Mar2018 0:00:00,00000000563061,2.64,-0.43
31Dec2017 0:00:00,00000000563109,2.52,-0.4
30Nov2017 0:00:00,00000000563281,2.65,0.31
30Apr2018 0:00:00,00000000563345,2.49,0.92
31Dec2017 0:00:00,00000000563563,2.69,0.68
31Dec2017 0:00:00,00000000563707,2.83,0.09
30Sep2018 0:00:00,00000000563767,2.3,-1.11
28Feb2018 0:00:00,00000000563969,2.27,0.52
31May2018 0:00:00,00000000564064,2.32,-0.26
31May2018 0:00:00,00000000564215,2.41,0.93
30Apr2018 0:00:00,00000000564227,2.33,0.76
31Dec2017 0:00:00,00000000564281,2.77,-0.91
31Mar2018 0:00:00,00000000564324,2.37,0.2
31Jan2018 0:00:00,00000000564329,2.27,1.36
31Mar2018 0:00:00,00000000564355,2.3,1.55
31Oct2018 0:00:00,00000000564369,2.52,0.55
31Jan2018 0:00:00,00000000564820,2.85,-0.11
31Jan2018 0:00:00,00000000564859,2.41,0.01
31Jul2018 0:00:00,00000000564955,2.52,-1.05
31May2018 0:00:00,00000000564964,2.62,-0.39
31May2018 0:00:00,00000000564994,3.04,-2.56
31Oct2017 0:00:00,00000000565124,2.9,-2.2
30Nov2017 0:00:00,00000000565219,2.71,1.17
31Aug2018 0:00:00,00000000565270,2.6,0
28Feb2018 0:00:00,00000000565571,3.05,1.25
31Oct2018 0:00:00,00000000565617,2.51,-0.42
28Feb2018 0:00:00,00000000565644,2.28,-1
31May2018 0:00:00,00000000565709,2.64,-1.83
31Jul2018 0:00:00,00000000565736,2.84,-0.42
31Jan2018 0:00:00,00000000565797,2.65,2.06
31May2018 0:00:00,00000000565839,2.73,1.51
30Sep2018 0:00:00,00000000565946,2.65,-1.28
30Jun2018 0:00:00,00000000565955,2.55,-1.76
31Jan2018 0:00:00,00000000565968,3.24,0.5
31Oct2018 0:00:00,00000000566123,2.57,-0.59
31Mar2018 0:00:00,00000000566239,3.18,0.73
31Dec2017 0:00:00,00000000566340,2.34,0.76
31May2018 0:00:00,00000000566512,2.81,-1.75
31Jan2018 0:00:00,00000000566608,2.28,-0.3
31Jul2018 0:00:00,00000000566610,2.36,-0.86
31Jan2018 0:00:00,00000000566687,3.31,0.84
31Jan2018 0:00:00,00000000566915,2.43,1.39
31Oct2018 0:00:00,00000000566962,2.31,-0.02
31Oct2018 0:00:00,00000000567344,2.45,-1.46
30Apr2018 0:00:00,00000000567382,2.37,-0.39
31Dec2017 0:00:00,00000000567460,3.72,-0.44
31Jan2018 0:00:00,00000000567697,2.54,1.9
30Apr2018 0:00:00,00000000567738,2.27,0.33
31Mar2018 0:00:00,00000000567793,2.26,0.6
31May2018 0:00:00,00000000567866,2.54,-0.01
30Apr2018 0:00:00,00000000567969,2.6,0.59
31Oct2017 0:00:00,00000000568070,2.83,0.05
31May2018 0:00:00,00000000568265,2.29,-0.29
30Jun2018 0:00:00,00000000568338,2.75,-0.08
31Jan2018 0:00:00,00000000568380,2.7,0.43
28Feb2018 0:00:00,00000000568506,2.72,-0.9
30Nov2017 0:00:00,00000000568546,3.18,0.18
30Nov2017 0:00:00,00000000568579,2.32,1.32
31Oct2018 0:00:00,00000000568623,2.36,0.24
31Oct2018 0:00:00,00000000568682,2.53,-0.95
31Mar2018 0:00:00,00000000568694,2.27,1.25
31Oct2017 0:00:00,00000000568705,2.52,-1.45
31Jan2018 0:00:00,00000000568807,2.44,-1.33
31Jan2018 0:00:00,00000000568905,2.32,-0.03
28Feb2018 0:00:00,00000000569106,2.5,1.01
30Jun2018 0:00:00,00000000569213,3.18,-1.58
31Oct2018 0:00:00,00000000569264,2.3,0.14
31Jul2018 0:00:00,00000000569324,2.72,-0.26
31Aug2018 0:00:00,00000000569474,2.94,1.77
30Jun2018 0:00:00,00000000569647,2.6,-0.82
28Feb2018 0:00:00,00000000569743,3.18,-1
31Oct2018 0:00:00,00000000569829,2.96,-0.85
31Jul2018 0:00:00,00000000569898,2.75,-0.43
31Oct2018 0:00:00,00000000569954,2.27,0.23
31Aug2018 0:00:00,00000000569985,2.71,0.04
31Oct2018 0:00:00,00000000570005,3,-1.3
31Mar2018 0:00:00,00000000570073,3.7,-0.12
31Mar2018 0:00:00,00000000570092,2.28,-2.35
30Nov2017 0:00:00,00000000570299,2.3,0.99
31Oct2018 0:00:00,00000000570347,2.8,0.35
31Oct2017 0:00:00,00000000570656,2.26,0.43
31Oct2018 0:00:00,00000000570868,2.59,-0.97
30Nov2017 0:00:00,00000000571216,2.44,0.52
30Apr2018 0:00:00,00000000571365,2.43,0.7
31Jan2018 0:00:00,00000000571449,2.88,-0.9
31Jul2018 0:00:00,00000000571550,2.34,-1.8
31Mar2018 0:00:00,00000000571576,2.41,1.15
31Jul2018 0:00:00,00000000571714,2.52,-0.88
31Oct2017 0:00:00,00000000571752,2.57,-0.09
30Apr2018 0:00:00,00000000571754,2.5,1.97
30Apr2018 0:00:00,00000000571807,2.28,-1.35
31Mar2018 0:00:00,00000000571840,2.93,-0.85
31Aug2018 0:00:00,00000000571913,2.62,0.06
30Sep2018 0:00:00,00000000571944,2.58,-0.36
30Sep2018 0:00:00,00000000571971,2.72,1.46
31Jul2018 0:00:00,00000000572061,2.25,-2.02
31Oct2018 0:00:00,00000000572241,2.37,-1.18
31Aug2018 0:00:00,00000000572287,2.25,-0.56
31Oct2017 0:00:00,00000000572290,2.53,-0.44
31Dec2017 0:00:00,00000000572428,2.69,-1.2
30Jun2018 0:00:00,00000000572484,2.72,-0.01
31Mar2018 0:00:00,00000000572599,2.55,-0.66
31May2018 0:00:00,00000000572617,2.32,0.53
30Apr2018 0:00:00,00000000572783,2.46,-1.38
30Sep2018 0:00:00,00000000572808,2.25,-0.29
30Nov2017 0:00:00,00000000572889,2.6,2.41
31Mar2018 0:00:00,00000000572914,2.3,2.01
31Aug2018 0:00:00,00000000573155,2.49,1.07
31May2018 0:00:00,00000000573274,2.48,-1.38
31Oct2018 0:00:00,00000000573328,2.82,-0.03
28Feb2018 0:00:00,00000000573426,3.23,0.14
30Nov2017 0:00:00,00000000573606,3.14,-0.52
31May2018 0:00:00,00000000573725,2.43,1.78
31Dec2017 0:00:00,00000000573895,2.87,0.46
31Jul2018 0:00:00,00000000574064,2.82,-0.57
31Mar2018 0:00:00,00000000574122,2.33,0.15
30Jun2018 0:00:00,00000000574141,2.35,1.29
31May2018 0:00:00,00000000574201,2.29,0.4
31Jul2018 0:00:00,00000000574281,3.03,0.45
31Mar2018 0:00:00,00000000574315,2.37,-0.07
28Feb2018 0:00:00,00000000574351,2.27,-0.02
30Nov2017 0:00:00,00000000574356,3.44,-0.25
31May2018 0:00:00,00000000574784,3.24,0.72
31Oct2017 0:00:00,00000000574864,2.39,-0.73
30Jun2018 0:00:00,00000000575132,2.44,0.55
30Apr2018 0:00:00,00000000575288,2.77,0.57
31Jul2018 0:00:00,00000000575327,2.29,-0.33
31May2018 0:00:00,00000000575426,3.55,0.52
31Mar2018 0:00:00,00000000575481,2.5,-0.21
30Sep2018 0:00:00,00000000575484,2.55,-1.17
31May2018 0:00:00,00000000575488,2.59,0.54
30Jun2018 0:00:00,00000000575508,2.35,2.09
30Sep2018 0:00:00,00000000575539,2.63,-0.87
31May2018 0:00:00,00000000575591,2.33,0.42
31Mar2018 0:00:00,00000000575710,2.41,-0.64
30Nov2017 0:00:00,00000000575758,2.85,-0.97
31Dec2017 0:00:00,00000000575791,2.82,0.86
31Jul2018 0:00:00,00000000575814,2.66,0.52
30Apr2018 0:00:00,00000000575832,2.73,-0.03
30Jun2018 0:00:00,00000000576041,2.25,-0.21
31May2018 0:00:00,00000000576148,2.42,-0.15
31Mar2018 0:00:00,00000000576161,2.45,-0.53
28Feb2018 0:00:00,00000000576220,2.62,0.58
31Oct2018 0:00:00,00000000576469,2.36,-0.35
31May2018 0:00:00,00000000576664,2.94,-0.09
31Oct2017 0:00:00,00000000576817,2.4,-0.29
31Jul2018 0:00:00,00000000576918,2.73,-0.88
30Apr2018 0:00:00,00000000577044,3.07,0.09
31Jan2018 0:00:00,00000000577111,2.55,0.59
30Apr2018 0:00:00,00000000577318,2.31,-0.18
31Dec2017 0:00:00,00000000577477,2.63,-0.26
31May2018 0:00:00,00000000577611,2.57,0.33
31Dec2017 0:00:00,00000000577627,2.54,1.59
31Oct2017 0:00:00,00000000577653,2.87,-0.36
31Jul2018 0:00:00,00000000577733,2.37,2.52
30Jun2018 0:00:00,00000000577753,2.57,1.4
31Dec2017 0:00:00,00000000577809,2.29,-0.52
30Apr2018 0:00:00,00000000577864,2.41,0.84
31Oct2017 0:00:00,00000000577891,2.37,-0.4
28Feb2018 0:00:00,00000000577987,2.52,0.62
31Oct2017 0:00:00,00000000578048,2.38,-0.06
31Dec2017 0:00:00,00000000578063,2.33,0.32
30Nov2017 0:00:00,00000000578065,2.61,0.48
31Oct2018 0:00:00,00000000578072,2.41,-0.03
30Sep2018 0:00:00,00000000578173,2.43,-1.32
31Oct2017 0:00:00,00000000578336,2.41,-0.16
31Oct2018 0:00:00,00000000578351,2.25,-0.37
31Jul2018 0:00:00,00000000578507,2.6,-0.27
31Oct2018 0:00:00,00000000578727,2.65,-0.08
30Jun2018 0:00:00,00000000578791,2.59,1.29
30Jun2018 0:00:00,00000000578860,3.22,-0.25
31Aug2018 0:00:00,00000000578928,2.67,0.64
31Jan2018 0:00:00,00000000578931,2.56,1.18
31Jan2018 0:00:00,00000000578957,2.27,-0.53
28Feb2018 0:00:00,00000000579003,2.44,0.91
30Apr2018 0:00:00,00000000579099,3.86,1.35
31Oct2017 0:00:00,00000000579118,2.35,0.1
31Oct2018 0:00:00,00000000579326,2.37,0.02
31Oct2017 0:00:00,00000000579442,2.29,0.95
30Sep2018 0:00:00,00000000579477,2.63,-2.09
28Feb2018 0:00:00,00000000579535,2.6,0.47
31May2018 0:00:00,00000000579540,2.63,-0.41
31Jul2018 0:00:00,00000000579565,2.45,-0.28
31Jan2018 0:00:00,00000000579655,2.36,-0.07
31Jan2018 0:00:00,00000000579685,2.57,-1.66
31Oct2018 0:00:00,00000000579730,2.33,0.43
31Aug2018 0:00:00,00000000579764,2.79,-0.98
30Sep2018 0:00:00,00000000579835,2.91,1.93
31Dec2017 0:00:00,00000000579884,2.35,-1.9
31Dec2017 0:00:00,00000000579886,3.19,0.89
31Jan2018 0:00:00,00000000580152,3.39,3.01
31Jul2018 0:00:00,00000000580182,2.41,-0.68
31Jul2018 0:00:00,00000000580221,2.62,-1.85
31Mar2018 0:00:00,00000000580336,2.69,0.84
30Nov2017 0:00:00,00000000580426,2.82,-0.43
31Mar2018 0:00:00,00000000580696,2.31,1.03
31Aug2018 0:00:00,00000000580793,2.27,1.91
31May2018 0:00:00,00000000580802,2.5,1.08
31Oct2018 0:00:00,00000000580845,2.63,1.13
30Jun2018 0:00:00,00000000580866,2.55,0.07
30Sep2018 0:00:00,00000000580911,2.35,1.54
31May2018 0:00:00,00000000580929,2.43,0.71
30Sep2018 0:00:00,00000000580933,3.25,-0.62
31May2018 0:00:00,00000000581167,2.75,-0.74
28Feb2018 0:00:00,00000000581241,2.9,0.33
28Feb2018 0:00:00,00000000581593,2.55,1.58
31Jul2018 0:00:00,00000000581836,2.36,-0.29
31Dec2017 0:00:00,00000000581838,2.31,-0.43
31Mar2018 0:00:00,00000000581985,2.69,1.39
30Sep2018 0:00:00,00000000581988,2.98,-1.05
30Jun2018 0:00:00,00000000582061,3.19,1.57
31Aug2018 0:00:00,00000000582223,2.4,-1.11
30Nov2017 0:00:00,00000000582426,2.41,0.86
30Nov2017 0:00:00,00000000582437,2.39,0.68
30Jun2018 0:00:00,00000000582460,2.45,2.14
31Oct2017 0:00:00,00000000582710,2.28,-1.01
31Aug2018 0:00:00,00000000582778,2.66,-0.11
31Oct2018 0:00:00,00000000582806,3.07,0.54
31Jan2018 0:00:00,00000000582811,2.71,0.7
31Oct2017 0:00:00,00000000582962,2.27,0.68
31Dec2017 0:00:00,00000000582992,2.29,0.46
30Apr2018 0:00:00,00000000583042,2.49,-0.7
30Apr2018 0:00:00,00000000583092,2.25,-0.02
31May2018 0:00:00,00000000583095,2.7,-0.8
30Nov2017 0:00:00,00000000583188,2.36,-0.9
30Jun2018 0:00:00,00000000583264,2.43,-0.33
30Sep2018 0:00:00,00000000583292,2.8,-0.88
31May2018 0:00:00,00000000583331,2.59,0.8
31Oct2017 0:00:00,00000000583397,2.43,1.45
31May2018 0:00:00,00000000583645,2.53,-0.79
30Apr2018 0:00:00,00000000583703,2.59,1.2
31Aug2018 0:00:00,00000000583769,2.43,-1.86
30Sep2018 0:00:00,00000000583780,2.64,1.29
31Oct2017 0:00:00,00000000583781,2.62,0.04
30Apr2018 0:00:00,00000000583794,2.41,1.11
31Oct2018 0:00:00,00000000583806,2.99,-0.45
31Dec2017 0:00:00,00000000583825,2.41,-0.19
31Oct2017 0:00:00,00000000583855,2.41,-1.75
30Nov2017 0:00:00,00000000583977,2.28,-2.04
30Jun2018 0:00:00,00000000584072,2.35,0.17
31Aug2018 0:00:00,00000000584171,2.84,0.93
31Aug2018 0:00:00,00000000584328,3.59,-0.33
31Dec2017 0:00:00,00000000584356,2.59,0.01
30Sep2018 0:00:00,00000000584439,2.25,-0.34
31Oct2018 0:00:00,00000000584499,2.42,-1.58
30Sep2018 0:00:00,00000000584527,2.62,1.97
31Jul2018 0:00:00,00000000584602,2.29,-0.49
31Dec2017 0:00:00,00000000584615,2.62,-0.77
31Jul2018 0:00:00,00000000584708,2.33,-1.26
30Apr2018 0:00:00,00000000584882,2.5,1.17
31May2018 0:00:00,00000000584894,2.5,-0.59
30Jun2018 0:00:00,00000000585034,2.51,0.17
31Jul2018 0:00:00,00000000585102,2.9,1.74
30Jun2018 0:00:00,00000000585121,2.53,-1.31
31Jan2018 0:00:00,00000000585245,3.06,-0.28
31Dec2017 0:00:00,00000000585348,2.36,0.98
31Jul2018 0:00:00,00000000585401,2.5,1.37
31May2018 0:00:00,00000000585553,2.73,-0.77
31Mar2018 0:00:00,00000000585611,2.34,1.15
31Jul2018 0:00:00,00000000585751,3.12,1.59
30Nov2017 0:00:00,00000000585961,3.08,-0.52
28Feb2018 0:00:00,00000000586001,2.43,2.05
31Dec2017 0:00:00,00000000586068,3.09,1.62
31Mar2018 0:00:00,00000000586118,2.24,-0.01
31Oct2017 0:00:00,00000000586191,3.1,-1.39
30Nov2017 0:00:00,00000000586389,2.64,-1.54
31Oct2018 0:00:00,00000000586503,3.36,-1.08
31Mar2018 0:00:00,00000000586643,2.34,1.61
30Jun2018 0:00:00,00000000586682,2.75,0.02
31Oct2017 0:00:00,00000000586832,2.47,0.69
31Mar2018 0:00:00,00000000586868,2.53,-0.1
30Jun2018 0:00:00,00000000586986,2.54,-0.46
30Jun2018 0:00:00,00000000587003,2.51,0.28
28Feb2018 0:00:00,00000000587076,2.51,1.85
31May2018 0:00:00,00000000587479,2.48,0.05
30Jun2018 0:00:00,00000000587677,3.05,0.44
30Nov2017 0:00:00,00000000587691,2.41,0.37
30Apr2018 0:00:00,00000000587713,2.72,-0.6
31Aug2018 0:00:00,00000000587751,2.69,0.03
28Feb2018 0:00:00,00000000587893,2.62,-1.44
30Jun2018 0:00:00,00000000588100,2.65,-0.93
30Nov2017 0:00:00,00000000588194,2.71,-0.18
31May2018 0:00:00,00000000588258,2.34,-0.13
30Jun2018 0:00:00,00000000588512,2.54,0.35
30Apr2018 0:00:00,00000000588518,2.51,0.98
30Jun2018 0:00:00,00000000588633,3.04,0.51
31May2018 0:00:00,00000000588797,2.93,-0.43
30Jun2018 0:00:00,00000000588799,3.4,1.19
31Jan2018 0:00:00,00000000588824,2.39,0.71
31Mar2018 0:00:00,00000000588826,2.35,-0.43
30Jun2018 0:00:00,00000000588976,2.32,-1.06
31Oct2017 0:00:00,00000000588995,2.74,-0.14
31Aug2018 0:00:00,00000000589109,2.6,0.95
31Dec2017 0:00:00,00000000589130,2.45,-1.18
31Mar2018 0:00:00,00000000589190,2.45,-0.16
31Jan2018 0:00:00,00000000589252,2.62,-0.76
31May2018 0:00:00,00000000589323,2.83,-0.11
31Oct2018 0:00:00,00000000589513,2.88,-1.19
30Nov2017 0:00:00,00000000589630,2.92,-0.32
30Jun2018 0:00:00,00000000589875,2.25,0.52
30Sep2018 0:00:00,00000000589908,2.27,-0.14
30Apr2018 0:00:00,00000000590025,2.34,2.3
31Oct2017 0:00:00,00000000590035,2.4,0.68
30Jun2018 0:00:00,00000000590285,2.57,0.71
31Dec2017 0:00:00,00000000590439,2.59,0.22
31Mar2018 0:00:00,00000000590477,2.52,0.23
31Jan2018 0:00:00,00000000590520,2.32,0.56
31Aug2018 0:00:00,00000000590551,3.13,-0.73
30Nov2017 0:00:00,00000000590614,2.32,0.52
28Feb2018 0:00:00,00000000590682,2.31,-0.32
31Oct2017 0:00:00,00000000590785,2.26,-0.57
30Sep2018 0:00:00,00000000590821,2.53,-0.81
31Oct2017 0:00:00,00000000590831,3.13,-0.5
31Jan2018 0:00:00,00000000590901,2.95,-0.62
30Jun2018 0:00:00,00000000590941,2.27,0.52
31Oct2018 0:00:00,00000000590987,2.58,1.77
31Oct2018 0:00:00,00000000591045,2.52,0.14
30Nov2017 0:00:00,00000000591092,2.74,0.11
31Oct2017 0:00:00,00000000591529,2.42,-1.97
30Nov2017 0:00:00,00000000591636,2.25,-0.08
31Mar2018 0:00:00,00000000591805,2.38,-0.4
31Mar2018 0:00:00,00000000591955,3.01,1.59
31Oct2018 0:00:00,00000000591966,2.28,1.7
31Jul2018 0:00:00,00000000591967,2.32,-0.73
31Aug2018 0:00:00,00000000591969,2.31,-0.69
31Oct2018 0:00:00,00000000591977,2.48,-0.63
28Feb2018 0:00:00,00000000592004,2.56,1
31Oct2017 0:00:00,00000000592043,2.42,-0.28
31Dec2017 0:00:00,00000000592146,2.88,0.41
31May2018 0:00:00,00000000592272,2.28,0.11
30Jun2018 0:00:00,00000000592371,2.57,-1.71
31Aug2018 0:00:00,00000000592413,2.45,-0.34
31Jan2018 0:00:00,00000000592509,2.77,-0.65
28Feb2018 0:00:00,00000000592647,2.37,1.65
31Jul2018 0:00:00,00000000593069,2.31,-1.2
31May2018 0:00:00,00000000593125,2.45,1.86
30Sep2018 0:00:00,00000000593135,2.44,0.2
30Jun2018 0:00:00,00000000593233,2.66,-0.81
30Sep2018 0:00:00,00000000593306,2.36,1.43
31Mar2018 0:00:00,00000000593471,2.68,-2.17
31Aug2018 0:00:00,00000000593566,2.29,-0.87
31Jul2018 0:00:00,00000000593576,3.28,-0.94
31Oct2018 0:00:00,00000000593602,2.38,-0.71
31Aug2018 0:00:00,00000000593687,3.46,0.39
31Oct2018 0:00:00,00000000593701,3.22,-0.3
31May2018 0:00:00,00000000593718,3.48,0.26
31May2018 0:00:00,00000000593846,2.3,1.05
30Apr2018 0:00:00,00000000593847,2.42,0.65
31Aug2018 0:00:00,00000000593852,3.03,-0.35
30Nov2017 0:00:00,00000000593883,2.33,-0.01
31Aug2018 0:00:00,00000000593916,2.3,-3.14
30Jun2018 0:00:00,00000000594152,2.43,0.28
31Jul2018 0:00:00,00000000594241,2.37,-0.72
28Feb2018 0:00:00,00000000594303,2.32,-1.04
30Jun2018 0:00:00,00000000594313,2.74,1.36
30Jun2018 0:00:00,00000000594327,2.25,0.5
31Oct2017 0:00:00,00000000594333,2.34,0.2
31Jan2018 0:00:00,00000000594377,2.38,1.93
30Sep2018 0:00:00,00000000594411,2.46,-0.72
31Dec2017 0:00:00,00000000594575,2.29,-0.69
31Jul2018 0:00:00,00000000594583,2.82,-0.84
31May2018 0:00:00,00000000594586,2.64,0.18
31Jan2018 0:00:00,00000000594592,2.78,-0.33
31Dec2017 0:00:00,00000000594598,2.67,-0.13
31Jan2018 0:00:00,00000000594601,2.3,0.71
31Mar2018 0:00:00,00000000594602,2.76,-0.55
31Dec2017 0:00:00,00000000594618,2.59,1.44
31Jul2018 0:00:00,00000000594869,2.64,0.53
31Oct2018 0:00:00,00000000595085,3.05,-0.35
31Jul2018 0:00:00,00000000595298,2.63,-1.39
31Jul2018 0:00:00,00000000595458,2.97,1.42
31May2018 0:00:00,00000000595471,2.32,0.82
31Dec2017 0:00:00,00000000595530,3.07,1.28
30Nov2017 0:00:00,00000000595536,2.34,1.24
31Mar2018 0:00:00,00000000595625,2.73,0.09
31May2018 0:00:00,00000000595640,2.24,0.96
31Jul2018 0:00:00,00000000595755,2.84,0.24
31May2018 0:00:00,00000000595789,2.25,-0.18
31Oct2018 0:00:00,00000000595815,3.02,-0.81
31Oct2017 0:00:00,00000000595888,2.58,0.13
30Sep2018 0:00:00,00000000595951,2.3,-2.26
31Dec2017 0:00:00,00000000596076,2.59,0.47
31Oct2018 0:00:00,00000000596120,2.32,0.37
31Oct2017 0:00:00,00000000596145,2.27,-0.92
31Mar2018 0:00:00,00000000596443,3.62,-0.2
31Dec2017 0:00:00,00000000596477,2.27,0.4
30Sep2018 0:00:00,00000000596486,2.35,0.55
31Jul2018 0:00:00,00000000596565,2.48,0.43
31Mar2018 0:00:00,00000000596825,2.27,0.14
31May2018 0:00:00,00000000596906,3.78,0.52
31Aug2018 0:00:00,00000000596916,2.53,-1.54
31May2018 0:00:00,00000000596965,2.9,0.67
31Oct2018 0:00:00,00000000596974,2.86,-0.3
31Dec2017 0:00:00,00000000596976,2.32,-1.11
30Jun2018 0:00:00,00000000597176,2.35,0.71
31Dec2017 0:00:00,00000000597249,2.86,-0.67
28Feb2018 0:00:00,00000000597294,2.77,0.38
31Mar2018 0:00:00,00000000597317,2.51,0.5
31Aug2018 0:00:00,00000000597435,2.25,-0.41
30Nov2017 0:00:00,00000000597480,2.62,2.38
31Dec2017 0:00:00,00000000597538,2.39,-0.01
31Oct2018 0:00:00,00000000597579,3.46,0.14
31Oct2017 0:00:00,00000000597668,2.41,-2.03
31Oct2018 0:00:00,00000000597701,2.32,1.13
30Jun2018 0:00:00,00000000597822,2.91,-0.43
31Jul2018 0:00:00,00000000597831,2.36,-0.28
30Jun2018 0:00:00,00000000598018,2.44,-1.05
30Sep2018 0:00:00,00000000598236,2.47,-0.17
31May2018 0:00:00,00000000598506,3.08,0.07
30Sep2018 0:00:00,00000000598508,2.52,-0.29
31Oct2017 0:00:00,00000000598546,3.16,0.46
31Oct2017 0:00:00,00000000598683,2.62,0.19
30Sep2018 0:00:00,00000000598871,2.67,-0.04
31Mar2018 0:00:00,00000000599015,2.42,-0.81
31Oct2017 0:00:00,00000000599068,2.52,0.55
31Oct2018 0:00:00,00000000599138,2.29,0.48
31Jan2018 0:00:00,00000000599179,2.43,-0.49
31Mar2018 0:00:00,00000000599210,2.6,-2.07
31May2018 0:00:00,00000000599327,2.64,1.46
31Aug2018 0:00:00,00000000599352,2.36,-0.45
31Jan2018 0:00:00,00000000599370,2.6,-0.25
30Jun2018 0:00:00,00000000599526,2.24,-0.68
31Mar2018 0:00:00,00000000599686,2.41,0.74
31Dec2017 0:00:00,00000000599721,3.71,-0.9
31Mar2018 0:00:00,00000000599846,2.41,0.74
31Jan2018 0:00:00,00000000599971,2.36,-0.65
30Sep2018 0:00:00,00000000600074,2.32,0.33
31Oct2017 0:00:00,00000000600135,2.3,0.78
31Aug2018 0:00:00,00000000600260,2.65,0.24
31Oct2018 0:00:00,00000000600322,3.26,-0.86
31Jan2018 0:00:00,00000000600323,2.4,0.12
30Apr2018 0:00:00,00000000600394,2.63,0.84
31Mar2018 0:00:00,00000000600530,2.65,0.34
31Oct2017 0:00:00,00000000600558,2.82,-0.47
30Jun2018 0:00:00,00000000600686,2.43,0.08
31Aug2018 0:00:00,00000000600696,3.53,1.86
31Oct2017 0:00:00,00000000600903,2.44,-1.15
30Jun2018 0:00:00,00000000600949,2.56,-0.25
30Sep2018 0:00:00,00000000601038,2.27,-0.13
31Dec2017 0:00:00,00000000601081,2.28,-0.17
30Nov2017 0:00:00,00000000601157,2.53,-0.21
31Dec2017 0:00:00,00000000601179,2.43,0.47
31May2018 0:00:00,00000000601186,2.74,0.71
30Nov2017 0:00:00,00000000601542,3.63,-1.17
